date,state,district,pincode,demo_age_5_17,demo_age_17_
22-12-2025,Tamil Nadu,Krishnagiri,635104,2,13
22-12-2025,Tamil Nadu,Krishnagiri,635113,0,16
22-12-2025,Tamil Nadu,Krishnagiri,635117,0,23
22-12-2025,Tamil Nadu,Krishnagiri,635124,0,1
22-12-2025,Tamil Nadu,Krishnagiri,635203,2,21
22-12-2025,Tamil Nadu,Krishnagiri,635204,1,15
22-12-2025,Tamil Nadu,Krishnagiri,636812,0,1
13-12-2025,Tamil Nadu,Krishnagiri,635002,0,3
13-12-2025,Tamil Nadu,Krishnagiri,635106,0,2
13-12-2025,Tamil Nadu,Krishnagiri,635110,1,12
13-12-2025,Tamil Nadu,Krishnagiri,635115,2,11
15-12-2025,Tamil Nadu,Krishnagiri,635001,6,47
15-12-2025,Tamil Nadu,Krishnagiri,635101,0,7
15-12-2025,Tamil Nadu,Krishnagiri,635103,2,11
15-12-2025,Tamil Nadu,Krishnagiri,635106,0,1
15-12-2025,Tamil Nadu,Krishnagiri,635116,2,11
15-12-2025,Tamil Nadu,Krishnagiri,635119,0,8
15-12-2025,Tamil Nadu,Krishnagiri,635120,0,6
15-12-2025,Tamil Nadu,Krishnagiri,635123,2,7
15-12-2025,Tamil Nadu,Krishnagiri,635204,0,14
15-12-2025,Tamil Nadu,Krishnagiri,635207,2,29
15-12-2025,Tamil Nadu,Krishnagiri,636902,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635109,3,10
14-12-2025,Tamil Nadu,Krishnagiri,635121,0,2
14-12-2025,Tamil Nadu,Krishnagiri,635203,0,2
16-12-2025,Tamil Nadu,Krishnagiri,635101,0,4
16-12-2025,Tamil Nadu,Krishnagiri,635117,0,28
16-12-2025,Tamil Nadu,Krishnagiri,635120,2,13
16-12-2025,Tamil Nadu,Krishnagiri,635122,0,21
16-12-2025,Tamil Nadu,Krishnagiri,635124,0,3
16-12-2025,Tamil Nadu,Krishnagiri,635203,0,35
16-12-2025,Tamil Nadu,Krishnagiri,635307,0,25
16-12-2025,Tamil Nadu,Krishnagiri,636806,0,2
17-12-2025,Tamil Nadu,Krishnagiri,635002,1,7
17-12-2025,Tamil Nadu,Krishnagiri,635102,0,2
17-12-2025,Tamil Nadu,Krishnagiri,635104,2,21
17-12-2025,Tamil Nadu,Krishnagiri,635106,0,1
17-12-2025,Tamil Nadu,Krishnagiri,635116,2,17
17-12-2025,Tamil Nadu,Krishnagiri,635120,1,3
17-12-2025,Tamil Nadu,Krishnagiri,635206,0,17
17-12-2025,Tamil Nadu,Krishnagiri,635306,0,11
17-12-2025,Tamil Nadu,Krishnagiri,635307,2,21
17-12-2025,Tamil Nadu,Krishnagiri,636902,0,4
08-12-2025,Tamil Nadu,Krishnagiri,635001,8,39
08-12-2025,Tamil Nadu,Krishnagiri,635105,0,16
08-12-2025,Tamil Nadu,Krishnagiri,635108,5,7
08-12-2025,Tamil Nadu,Krishnagiri,635109,12,73
08-12-2025,Tamil Nadu,Krishnagiri,635123,0,8
08-12-2025,Tamil Nadu,Krishnagiri,635124,0,4
08-12-2025,Tamil Nadu,Krishnagiri,635203,0,20
09-12-2025,Tamil Nadu,Krishnagiri,635102,0,7
09-12-2025,Tamil Nadu,Krishnagiri,635105,0,17
09-12-2025,Tamil Nadu,Krishnagiri,635107,0,31
09-12-2025,Tamil Nadu,Krishnagiri,635113,0,16
09-12-2025,Tamil Nadu,Krishnagiri,635114,1,6
09-12-2025,Tamil Nadu,Krishnagiri,635116,3,16
09-12-2025,Tamil Nadu,Krishnagiri,635119,0,7
09-12-2025,Tamil Nadu,Krishnagiri,635121,1,14
09-12-2025,Tamil Nadu,Krishnagiri,635201,0,6
09-12-2025,Tamil Nadu,Krishnagiri,635206,2,11
09-11-2025,Tamil Nadu,Krishnagiri,635103,1,4
09-11-2025,Tamil Nadu,Krishnagiri,635109,1,11
09-11-2025,Tamil Nadu,Krishnagiri,635204,0,1
10-11-2025,Tamil Nadu,Krishnagiri,635107,3,29
10-11-2025,Tamil Nadu,Krishnagiri,635118,1,16
10-11-2025,Tamil Nadu,Krishnagiri,635119,2,7
10-11-2025,Tamil Nadu,Krishnagiri,635120,0,8
10-11-2025,Tamil Nadu,Krishnagiri,636902,0,4
16-11-2025,Tamil Nadu,Krishnagiri,635105,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635119,0,2
16-11-2025,Tamil Nadu,Krishnagiri,635203,0,3
15-11-2025,Tamil Nadu,Krishnagiri,635103,0,3
15-11-2025,Tamil Nadu,Krishnagiri,635112,1,18
15-11-2025,Tamil Nadu,Krishnagiri,635118,2,14
15-11-2025,Tamil Nadu,Krishnagiri,635120,2,3
15-11-2025,Tamil Nadu,Krishnagiri,635201,1,3
15-11-2025,Tamil Nadu,Krishnagiri,635206,3,12
18-11-2025,Tamil Nadu,Krishnagiri,635114,2,5
18-11-2025,Tamil Nadu,Krishnagiri,635116,3,8
18-11-2025,Tamil Nadu,Krishnagiri,635118,0,10
18-11-2025,Tamil Nadu,Krishnagiri,635120,3,7
18-11-2025,Tamil Nadu,Krishnagiri,635123,0,6
18-11-2025,Tamil Nadu,Krishnagiri,635203,1,20
18-11-2025,Tamil Nadu,Krishnagiri,635306,0,10
18-11-2025,Tamil Nadu,Krishnagiri,636812,0,2
19-11-2025,Tamil Nadu,Krishnagiri,635002,3,7
19-11-2025,Tamil Nadu,Krishnagiri,635114,2,6
19-11-2025,Tamil Nadu,Krishnagiri,635120,2,13
19-11-2025,Tamil Nadu,Krishnagiri,635122,4,12
19-11-2025,Tamil Nadu,Krishnagiri,635126,6,23
19-11-2025,Tamil Nadu,Krishnagiri,635204,0,4
19-11-2025,Tamil Nadu,Krishnagiri,636806,0,8
19-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
08-11-2025,Tamil Nadu,Krishnagiri,635101,0,3
08-11-2025,Tamil Nadu,Krishnagiri,635107,5,21
08-11-2025,Tamil Nadu,Krishnagiri,635108,0,3
08-11-2025,Tamil Nadu,Krishnagiri,635304,2,16
08-11-2025,Tamil Nadu,Krishnagiri,636902,0,3
07-11-2025,Tamil Nadu,Krishnagiri,635105,3,20
07-11-2025,Tamil Nadu,Krishnagiri,635110,2,5
07-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
07-11-2025,Tamil Nadu,Krishnagiri,635113,7,15
07-11-2025,Tamil Nadu,Krishnagiri,635118,0,23
07-11-2025,Tamil Nadu,Krishnagiri,635121,2,19
07-11-2025,Tamil Nadu,Krishnagiri,635123,0,7
07-11-2025,Tamil Nadu,Krishnagiri,635206,0,20
07-11-2025,Tamil Nadu,Krishnagiri,635207,4,16
07-11-2025,Tamil Nadu,Krishnagiri,635304,5,8
07-11-2025,Tamil Nadu,Krishnagiri,635307,10,20
14-11-2025,Tamil Nadu,Krishnagiri,635110,2,6
14-11-2025,Tamil Nadu,Krishnagiri,635123,0,3
14-11-2025,Tamil Nadu,Krishnagiri,635124,0,4
14-11-2025,Tamil Nadu,Krishnagiri,635203,6,22
13-11-2025,Tamil Nadu,Krishnagiri,635101,0,5
13-11-2025,Tamil Nadu,Krishnagiri,635103,2,8
13-11-2025,Tamil Nadu,Krishnagiri,635112,1,23
13-11-2025,Tamil Nadu,Krishnagiri,635121,2,10
13-11-2025,Tamil Nadu,Krishnagiri,635122,1,8
13-11-2025,Tamil Nadu,Krishnagiri,635126,6,31
20-11-2025,Tamil Nadu,Krishnagiri,635118,1,11
20-11-2025,Tamil Nadu,Krishnagiri,635120,3,6
20-11-2025,Tamil Nadu,Krishnagiri,635124,0,2
20-11-2025,Tamil Nadu,Krishnagiri,635207,0,13
20-11-2025,Tamil Nadu,Krishnagiri,636806,0,2
20-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
11-11-2025,Tamil Nadu,Krishnagiri,635107,0,15
11-11-2025,Tamil Nadu,Krishnagiri,635201,1,4
12-11-2025,Tamil Nadu,Krishnagiri,635109,7,87
12-11-2025,Tamil Nadu,Krishnagiri,635113,2,17
12-11-2025,Tamil Nadu,Krishnagiri,635115,0,11
12-11-2025,Tamil Nadu,Krishnagiri,635121,0,17
12-11-2025,Tamil Nadu,Krishnagiri,635124,0,3
17-11-2025,Tamil Nadu,Krishnagiri,635102,0,13
17-11-2025,Tamil Nadu,Krishnagiri,635103,3,9
17-11-2025,Tamil Nadu,Krishnagiri,635107,4,29
17-11-2025,Tamil Nadu,Krishnagiri,635109,5,82
17-11-2025,Tamil Nadu,Krishnagiri,635111,0,2
17-11-2025,Tamil Nadu,Krishnagiri,635120,1,3
17-11-2025,Tamil Nadu,Krishnagiri,635126,6,26
17-11-2025,Tamil Nadu,Krishnagiri,635206,3,14
17-11-2025,Tamil Nadu,Krishnagiri,635307,12,17
21-11-2025,Tamil Nadu,Krishnagiri,635002,2,6
21-11-2025,Tamil Nadu,Krishnagiri,635102,2,21
21-11-2025,Tamil Nadu,Krishnagiri,635104,8,27
21-11-2025,Tamil Nadu,Krishnagiri,635118,2,16
21-11-2025,Tamil Nadu,Krishnagiri,635126,11,26
21-11-2025,Tamil Nadu,Krishnagiri,636806,1,2
02-11-2025,Tamil Nadu,Krishnagiri,635001,1,1
02-11-2025,Tamil Nadu,Krishnagiri,635002,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635105,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635110,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635126,2,6
02-11-2025,Tamil Nadu,Krishnagiri,635207,1,2
02-11-2025,Tamil Nadu,Krishnagiri,635304,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635307,0,1
03-11-2025,Tamil Nadu,Krishnagiri,635108,1,4
03-11-2025,Tamil Nadu,Krishnagiri,635112,2,22
03-11-2025,Tamil Nadu,Krishnagiri,635113,1,17
03-11-2025,Tamil Nadu,Krishnagiri,635120,2,10
03-11-2025,Tamil Nadu,Krishnagiri,635121,1,14
03-11-2025,Tamil Nadu,Krishnagiri,635126,11,16
03-11-2025,Tamil Nadu,Krishnagiri,635206,10,16
03-11-2025,Tamil Nadu,Krishnagiri,635304,2,8
31-10-2025,Tamil Nadu,Krishnagiri,635002,1,2
31-10-2025,Tamil Nadu,Krishnagiri,635112,3,17
31-10-2025,Tamil Nadu,Krishnagiri,635113,3,9
31-10-2025,Tamil Nadu,Krishnagiri,635115,0,13
31-10-2025,Tamil Nadu,Krishnagiri,635116,5,10
31-10-2025,Tamil Nadu,Krishnagiri,635117,5,23
31-10-2025,Tamil Nadu,Krishnagiri,635654,0,1
25-11-2025,Tamil Nadu,Krishnagiri,635002,5,7
25-11-2025,Tamil Nadu,Krishnagiri,635105,1,20
25-11-2025,Tamil Nadu,Krishnagiri,635108,0,4
25-11-2025,Tamil Nadu,Krishnagiri,635112,5,17
25-11-2025,Tamil Nadu,Krishnagiri,635113,1,11
25-11-2025,Tamil Nadu,Krishnagiri,635114,0,6
25-11-2025,Tamil Nadu,Krishnagiri,635115,2,11
25-11-2025,Tamil Nadu,Krishnagiri,635122,4,10
25-11-2025,Tamil Nadu,Krishnagiri,635203,1,21
25-11-2025,Tamil Nadu,Krishnagiri,635304,1,13
24-11-2025,Tamil Nadu,Krishnagiri,635109,11,75
24-11-2025,Tamil Nadu,Krishnagiri,635110,0,10
24-11-2025,Tamil Nadu,Krishnagiri,635119,2,7
24-11-2025,Tamil Nadu,Krishnagiri,635307,14,25
01-11-2025,Tamil Nadu,Krishnagiri,635001,8,17
01-11-2025,Tamil Nadu,Krishnagiri,635002,1,3
01-11-2025,Tamil Nadu,Krishnagiri,635102,6,4
01-11-2025,Tamil Nadu,Krishnagiri,635108,7,10
01-11-2025,Tamil Nadu,Krishnagiri,635110,2,7
01-11-2025,Tamil Nadu,Krishnagiri,635116,5,5
01-11-2025,Tamil Nadu,Krishnagiri,635124,2,5
30-10-2025,Tamil Nadu,Krishnagiri,635101,0,8
30-10-2025,Tamil Nadu,Krishnagiri,635107,6,23
30-10-2025,Tamil Nadu,Krishnagiri,635112,3,10
30-10-2025,Tamil Nadu,Krishnagiri,635113,5,9
30-10-2025,Tamil Nadu,Krishnagiri,635114,0,7
30-10-2025,Tamil Nadu,Krishnagiri,635201,2,2
30-10-2025,Tamil Nadu,Krishnagiri,635204,1,5
30-10-2025,Tamil Nadu,Krishnagiri,636902,0,5
29-10-2025,Tamil Nadu,Krishnagiri,635111,0,2
29-10-2025,Tamil Nadu,Krishnagiri,635112,1,11
29-10-2025,Tamil Nadu,Krishnagiri,635201,0,5
29-10-2025,Tamil Nadu,Krishnagiri,635203,3,21
23-11-2025,Tamil Nadu,Krishnagiri,635101,0,4
23-11-2025,Tamil Nadu,Krishnagiri,635110,1,0
23-11-2025,Tamil Nadu,Krishnagiri,635307,0,1
22-11-2025,Tamil Nadu,Krishnagiri,635114,0,2
22-11-2025,Tamil Nadu,Krishnagiri,635115,2,10
22-11-2025,Tamil Nadu,Krishnagiri,635121,1,7
22-11-2025,Tamil Nadu,Krishnagiri,635304,1,6
22-11-2025,Tamil Nadu,Krishnagiri,635306,0,11
01-12-2025,Tamil Nadu,Krishnagiri,635002,1,6
01-12-2025,Tamil Nadu,Krishnagiri,635105,2,11
01-12-2025,Tamil Nadu,Krishnagiri,635107,2,20
01-12-2025,Tamil Nadu,Krishnagiri,635109,5,64
01-12-2025,Tamil Nadu,Krishnagiri,635117,4,28
01-12-2025,Tamil Nadu,Krishnagiri,635201,2,5
01-12-2025,Tamil Nadu,Krishnagiri,635206,2,19
01-12-2025,Tamil Nadu,Krishnagiri,635207,13,16
26-11-2025,Tamil Nadu,Krishnagiri,635002,3,11
26-11-2025,Tamil Nadu,Krishnagiri,635104,0,25
26-11-2025,Tamil Nadu,Krishnagiri,635121,4,12
26-11-2025,Tamil Nadu,Krishnagiri,635204,1,5
26-11-2025,Tamil Nadu,Krishnagiri,635206,3,8
27-11-2025,Tamil Nadu,Krishnagiri,635109,16,62
27-11-2025,Tamil Nadu,Krishnagiri,635117,2,23
27-11-2025,Tamil Nadu,Krishnagiri,635126,2,16
02-12-2025,Tamil Nadu,Krishnagiri,635102,0,14
02-12-2025,Tamil Nadu,Krishnagiri,635123,2,9
28-11-2025,Tamil Nadu,Krishnagiri,635105,1,10
28-11-2025,Tamil Nadu,Krishnagiri,635107,1,28
28-11-2025,Tamil Nadu,Krishnagiri,635109,15,71
28-11-2025,Tamil Nadu,Krishnagiri,635111,0,2
28-11-2025,Tamil Nadu,Krishnagiri,635113,0,11
28-11-2025,Tamil Nadu,Krishnagiri,635121,8,12
28-11-2025,Tamil Nadu,Krishnagiri,635122,1,10
28-11-2025,Tamil Nadu,Krishnagiri,635126,4,21
28-11-2025,Tamil Nadu,Krishnagiri,635203,0,23
28-11-2025,Tamil Nadu,Krishnagiri,635206,0,7
29-11-2025,Tamil Nadu,Krishnagiri,635106,0,3
29-11-2025,Tamil Nadu,Krishnagiri,635112,1,17
29-11-2025,Tamil Nadu,Krishnagiri,635115,5,11
29-11-2025,Tamil Nadu,Krishnagiri,636902,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635107,0,3
30-11-2025,Tamil Nadu,Krishnagiri,635207,0,1
01-03-2025,Tamil Nadu,Krishnagiri,635120,27,337
01-03-2025,Tamil Nadu,Krishnagiri,635115,47,384
01-03-2025,Tamil Nadu,Krishnagiri,635101,18,229
01-03-2025,Tamil Nadu,Krishnagiri,635117,63,591
01-03-2025,Tamil Nadu,Krishnagiri,635107,60,768
01-09-2025,Tamil Nadu,Krishnagiri,635105,3,12
01-09-2025,Tamil Nadu,Krishnagiri,635107,1,19
01-09-2025,Tamil Nadu,Krishnagiri,635111,1,0
01-09-2025,Tamil Nadu,Krishnagiri,635116,0,16
01-09-2025,Tamil Nadu,Krishnagiri,635120,1,8
02-09-2025,Tamil Nadu,Krishnagiri,635101,3,5
02-09-2025,Tamil Nadu,Krishnagiri,635103,1,12
02-09-2025,Tamil Nadu,Krishnagiri,635114,1,10
02-09-2025,Tamil Nadu,Krishnagiri,635122,5,20
02-09-2025,Tamil Nadu,Krishnagiri,635123,3,1
02-09-2025,Tamil Nadu,Krishnagiri,635204,0,5
03-09-2025,Tamil Nadu,Krishnagiri,635101,0,2
03-09-2025,Tamil Nadu,Krishnagiri,635105,3,6
03-09-2025,Tamil Nadu,Krishnagiri,635113,3,16
03-09-2025,Tamil Nadu,Krishnagiri,635115,4,9
03-09-2025,Tamil Nadu,Krishnagiri,635116,0,4
03-09-2025,Tamil Nadu,Krishnagiri,635121,0,7
03-09-2025,Tamil Nadu,Krishnagiri,635126,1,16
03-09-2025,Tamil Nadu,Krishnagiri,635201,2,5
03-09-2025,Tamil Nadu,Krishnagiri,635203,1,19
03-09-2025,Tamil Nadu,Krishnagiri,635204,1,5
04-09-2025,Tamil Nadu,Krishnagiri,635106,0,1
04-09-2025,Tamil Nadu,Krishnagiri,635108,2,6
04-09-2025,Tamil Nadu,Krishnagiri,635116,3,8
04-09-2025,Tamil Nadu,Krishnagiri,635122,2,0
04-09-2025,Tamil Nadu,Krishnagiri,635123,0,4
04-09-2025,Tamil Nadu,Krishnagiri,635124,0,1
04-09-2025,Tamil Nadu,Krishnagiri,636806,1,1
05-09-2025,Tamil Nadu,Krishnagiri,635102,0,3
05-09-2025,Tamil Nadu,Krishnagiri,635126,4,10
05-09-2025,Tamil Nadu,Krishnagiri,635201,0,1
05-09-2025,Tamil Nadu,Krishnagiri,635307,0,5
07-09-2025,Tamil Nadu,Krishnagiri,635110,0,3
07-09-2025,Tamil Nadu,Krishnagiri,635203,1,5
07-09-2025,Tamil Nadu,Krishnagiri,635207,1,4
06-09-2025,Tamil Nadu,Krishnagiri,635001,10,29
06-09-2025,Tamil Nadu,Krishnagiri,635106,1,4
06-09-2025,Tamil Nadu,Krishnagiri,635107,1,16
06-09-2025,Tamil Nadu,Krishnagiri,635116,2,9
06-09-2025,Tamil Nadu,Krishnagiri,635123,1,3
06-09-2025,Tamil Nadu,Krishnagiri,636902,3,0
08-09-2025,Tamil Nadu,Krishnagiri,635106,1,5
08-09-2025,Tamil Nadu,Krishnagiri,635107,5,31
08-09-2025,Tamil Nadu,Krishnagiri,635111,1,1
08-09-2025,Tamil Nadu,Krishnagiri,635112,7,19
08-09-2025,Tamil Nadu,Krishnagiri,635117,4,21
08-09-2025,Tamil Nadu,Krishnagiri,635123,1,4
08-09-2025,Tamil Nadu,Krishnagiri,635304,2,8
09-09-2025,Tamil Nadu,Krishnagiri,635002,4,6
09-09-2025,Tamil Nadu,Krishnagiri,635104,5,20
09-09-2025,Tamil Nadu,Krishnagiri,635123,0,3
09-09-2025,Tamil Nadu,Krishnagiri,635206,6,14
09-09-2025,Tamil Nadu,Krishnagiri,635304,6,12
10-09-2025,Tamil Nadu,Krishnagiri,635113,1,21
10-09-2025,Tamil Nadu,Krishnagiri,635122,2,6
10-09-2025,Tamil Nadu,Krishnagiri,635204,2,10
11-09-2025,Tamil Nadu,Krishnagiri,635001,10,31
11-09-2025,Tamil Nadu,Krishnagiri,635002,3,8
11-09-2025,Tamil Nadu,Krishnagiri,635107,4,24
11-09-2025,Tamil Nadu,Krishnagiri,635113,2,19
11-09-2025,Tamil Nadu,Krishnagiri,635115,4,7
11-09-2025,Tamil Nadu,Krishnagiri,635122,0,9
11-09-2025,Tamil Nadu,Krishnagiri,635123,0,3
13-09-2025,Tamil Nadu,Krishnagiri,635102,2,10
13-09-2025,Tamil Nadu,Krishnagiri,635105,0,8
13-09-2025,Tamil Nadu,Krishnagiri,635107,4,10
13-09-2025,Tamil Nadu,Krishnagiri,635113,2,12
13-09-2025,Tamil Nadu,Krishnagiri,635117,4,17
13-09-2025,Tamil Nadu,Krishnagiri,635119,0,8
13-09-2025,Tamil Nadu,Krishnagiri,636902,0,4
12-09-2025,Tamil Nadu,Krishnagiri,635104,3,24
12-09-2025,Tamil Nadu,Krishnagiri,635107,8,29
12-09-2025,Tamil Nadu,Krishnagiri,635118,1,12
12-09-2025,Tamil Nadu,Krishnagiri,635121,1,10
12-09-2025,Tamil Nadu,Krishnagiri,635306,2,7
12-09-2025,Tamil Nadu,Krishnagiri,636806,1,2
15-09-2025,Tamil Nadu,Krishnagiri,635001,8,27
15-09-2025,Tamil Nadu,Krishnagiri,635103,0,5
15-09-2025,Tamil Nadu,Krishnagiri,635106,0,3
15-09-2025,Tamil Nadu,Krishnagiri,635109,11,76
15-09-2025,Tamil Nadu,Krishnagiri,635112,6,21
15-09-2025,Tamil Nadu,Krishnagiri,635114,0,11
15-09-2025,Tamil Nadu,Krishnagiri,635115,1,12
15-09-2025,Tamil Nadu,Krishnagiri,635117,5,37
15-09-2025,Tamil Nadu,Krishnagiri,635121,0,20
15-09-2025,Tamil Nadu,Krishnagiri,635204,5,12
15-09-2025,Tamil Nadu,Krishnagiri,635206,4,14
14-09-2025,Tamil Nadu,Krishnagiri,635109,0,11
14-09-2025,Tamil Nadu,Krishnagiri,635118,0,1
14-09-2025,Tamil Nadu,Krishnagiri,635203,0,2
16-09-2025,Tamil Nadu,Krishnagiri,635101,0,6
16-09-2025,Tamil Nadu,Krishnagiri,635103,0,7
16-09-2025,Tamil Nadu,Krishnagiri,635104,6,17
16-09-2025,Tamil Nadu,Krishnagiri,635105,0,6
16-09-2025,Tamil Nadu,Krishnagiri,635113,0,14
16-09-2025,Tamil Nadu,Krishnagiri,635119,1,3
16-09-2025,Tamil Nadu,Krishnagiri,635203,5,29
17-09-2025,Tamil Nadu,Krishnagiri,635105,0,16
17-09-2025,Tamil Nadu,Krishnagiri,635106,1,2
17-09-2025,Tamil Nadu,Krishnagiri,635108,0,11
17-09-2025,Tamil Nadu,Krishnagiri,635109,10,89
17-09-2025,Tamil Nadu,Krishnagiri,635111,0,2
17-09-2025,Tamil Nadu,Krishnagiri,635114,0,5
17-09-2025,Tamil Nadu,Krishnagiri,635117,3,33
17-09-2025,Tamil Nadu,Krishnagiri,635120,2,10
17-09-2025,Tamil Nadu,Krishnagiri,635203,3,26
17-09-2025,Tamil Nadu,Krishnagiri,635207,3,18
17-09-2025,Tamil Nadu,Krishnagiri,636806,0,1
18-09-2025,Tamil Nadu,Krishnagiri,635102,2,18
18-09-2025,Tamil Nadu,Krishnagiri,635106,0,3
18-09-2025,Tamil Nadu,Krishnagiri,635112,2,22
18-09-2025,Tamil Nadu,Krishnagiri,635114,0,10
18-09-2025,Tamil Nadu,Krishnagiri,635204,2,8
19-09-2025,Tamil Nadu,Krishnagiri,635002,0,5
19-09-2025,Tamil Nadu,Krishnagiri,635105,1,13
19-09-2025,Tamil Nadu,Krishnagiri,635109,14,70
19-09-2025,Tamil Nadu,Krishnagiri,635114,1,12
19-09-2025,Tamil Nadu,Krishnagiri,635117,3,31
19-09-2025,Tamil Nadu,Krishnagiri,635119,1,9
19-09-2025,Tamil Nadu,Krishnagiri,635207,1,12
20-09-2025,Tamil Nadu,Krishnagiri,635103,1,6
20-09-2025,Tamil Nadu,Krishnagiri,635108,1,6
20-09-2025,Tamil Nadu,Krishnagiri,635112,2,17
20-09-2025,Tamil Nadu,Krishnagiri,635120,2,5
20-09-2025,Tamil Nadu,Krishnagiri,635203,4,13
20-09-2025,Tamil Nadu,Krishnagiri,635207,4,9
13-10-2025,Tamil Nadu,Krishnagiri,635001,0,7
13-10-2025,Tamil Nadu,Krishnagiri,635107,0,7
13-10-2025,Tamil Nadu,Krishnagiri,635114,0,2
13-10-2025,Tamil Nadu,Krishnagiri,635121,2,5
13-10-2025,Tamil Nadu,Krishnagiri,635122,0,3
13-10-2025,Tamil Nadu,Krishnagiri,635304,0,1
15-10-2025,Tamil Nadu,Krishnagiri,635101,1,9
15-10-2025,Tamil Nadu,Krishnagiri,635105,1,13
15-10-2025,Tamil Nadu,Krishnagiri,635108,0,3
15-10-2025,Tamil Nadu,Krishnagiri,635118,1,8
15-10-2025,Tamil Nadu,Krishnagiri,635206,0,12
15-10-2025,Tamil Nadu,Krishnagiri,635304,3,15
16-10-2025,Tamil Nadu,Krishnagiri,635106,0,6
16-10-2025,Tamil Nadu,Krishnagiri,635107,3,18
16-10-2025,Tamil Nadu,Krishnagiri,635114,1,5
16-10-2025,Tamil Nadu,Krishnagiri,635204,1,9
16-10-2025,Tamil Nadu,Krishnagiri,635304,3,12
26-10-2025,Tamil Nadu,Krishnagiri,635110,3,14
26-10-2025,Tamil Nadu,Krishnagiri,635115,6,7
26-10-2025,Tamil Nadu,Krishnagiri,635122,5,16
18-10-2025,Tamil Nadu,Krishnagiri,635106,1,2
18-10-2025,Tamil Nadu,Krishnagiri,635115,1,2
18-10-2025,Tamil Nadu,Krishnagiri,635116,1,11
18-10-2025,Tamil Nadu,Krishnagiri,635118,1,8
18-10-2025,Tamil Nadu,Krishnagiri,635203,1,14
18-10-2025,Tamil Nadu,Krishnagiri,635206,3,4
17-10-2025,Tamil Nadu,Krishnagiri,635105,0,17
17-10-2025,Tamil Nadu,Krishnagiri,635112,1,11
17-10-2025,Tamil Nadu,Krishnagiri,635114,2,2
17-10-2025,Tamil Nadu,Krishnagiri,635121,3,8
17-10-2025,Tamil Nadu,Krishnagiri,635124,0,2
17-10-2025,Tamil Nadu,Krishnagiri,635126,4,12
17-10-2025,Tamil Nadu,Krishnagiri,635304,2,4
17-10-2025,Tamil Nadu,Krishnagiri,635306,1,5
17-10-2025,Tamil Nadu,Krishnagiri,635307,4,14
19-10-2025,Tamil Nadu,Krishnagiri,635002,2,4
19-10-2025,Tamil Nadu,Krishnagiri,635101,0,3
19-10-2025,Tamil Nadu,Krishnagiri,635107,1,23
19-10-2025,Tamil Nadu,Krishnagiri,635110,1,6
19-10-2025,Tamil Nadu,Krishnagiri,635113,2,4
19-10-2025,Tamil Nadu,Krishnagiri,635122,1,2
21-10-2025,Tamil Nadu,Krishnagiri,635001,6,2
21-10-2025,Tamil Nadu,Krishnagiri,635101,0,1
21-10-2025,Tamil Nadu,Krishnagiri,635112,1,4
21-10-2025,Tamil Nadu,Krishnagiri,635115,0,4
21-10-2025,Tamil Nadu,Krishnagiri,635304,0,2
20-10-2025,Tamil Nadu,Krishnagiri,635104,1,3
20-10-2025,Tamil Nadu,Krishnagiri,635108,1,1
20-10-2025,Tamil Nadu,Krishnagiri,635110,2,3
20-10-2025,Tamil Nadu,Krishnagiri,635121,4,2
20-10-2025,Tamil Nadu,Krishnagiri,635123,1,1
20-10-2025,Tamil Nadu,Krishnagiri,635124,2,0
20-10-2025,Tamil Nadu,Krishnagiri,635126,0,11
20-10-2025,Tamil Nadu,Krishnagiri,635207,1,2
20-10-2025,Tamil Nadu,Krishnagiri,635307,0,2
22-10-2025,Tamil Nadu,Krishnagiri,635306,1,0
23-10-2025,Tamil Nadu,Krishnagiri,635109,1,4
23-10-2025,Tamil Nadu,Krishnagiri,635122,1,1
24-10-2025,Tamil Nadu,Krishnagiri,635102,2,7
24-10-2025,Tamil Nadu,Krishnagiri,635104,2,12
24-10-2025,Tamil Nadu,Krishnagiri,635107,3,25
24-10-2025,Tamil Nadu,Krishnagiri,635109,8,64
24-10-2025,Tamil Nadu,Krishnagiri,635110,0,13
24-10-2025,Tamil Nadu,Krishnagiri,635113,2,17
24-10-2025,Tamil Nadu,Krishnagiri,635114,0,6
24-10-2025,Tamil Nadu,Krishnagiri,635118,1,9
24-10-2025,Tamil Nadu,Krishnagiri,635206,1,8
25-10-2025,Tamil Nadu,Krishnagiri,635101,0,4
25-10-2025,Tamil Nadu,Krishnagiri,635103,0,3
25-10-2025,Tamil Nadu,Krishnagiri,635105,0,13
25-10-2025,Tamil Nadu,Krishnagiri,635119,0,4
25-10-2025,Tamil Nadu,Krishnagiri,635121,1,12
25-10-2025,Tamil Nadu,Krishnagiri,635124,0,4
25-10-2025,Tamil Nadu,Krishnagiri,635126,0,14
